vin,bodystyle,exterior_color,fuel_type,make,mileage,model,price,trim,year
WDDZF4KB7HA060283,Sedan,Polar White,Gasoline,Mercedes-Benz,60122,E-Class,33989,E 300,2017
SAJXJ1CD9F8V86256,Sedan,Gray,Gasoline,Jaguar,28528,XJ,34850,Base,2015
3GNTKGE3XBG255845,Pickup Truck,Tan,E85 Flex Fuel,Chevrolet,118763,Avalanche,19999,1500 LTZ,2011
1FMZU73E95ZA43987,SUV,Gray,Gasoline,Ford,118214,Explorer,6995,XLT,2005
5UXCR6C06N9L37209,SUV,Arctic Gray Metallic,Gasoline,BMW,672,X5,72789,xDrive40i,2022
WAUC8AFC6JN011972,Sedan,Brilliant Black,Gasoline,Audi,103232,A6,20995,2.0T Premium,2018
KM8R1DHE2NU383270,SUV,Gray,Gasoline,Hyundai,5401,Palisade,42998,SE,2022
WBAJA7C51JWA71062,Sedan,Gray,Gasoline,BMW,49822,530,36850,i xDrive,2018
50GK43SB3LA000153,Sedan,Gray,Electric,Karma,2539,Revero,86998,Base,2020
3GNFC16087G259430,SUV,Gold Mist Metallic,E85 Flex Fuel,Chevrolet,123264,Suburban,14400,LT,2007
1GKS2HKJ8HR337423,SUV,Iridium Metallic,Gasoline,GMC,62694,Yukon XL,50794,Denali,2017
1G1ZH5SXXHF137083,Sedan,Silver Ice Metallic,Gasoline,Chevrolet,18707,Malibu,25845,Premier,2017
WDDUX7GB2GA206914,Sedan,Diamond White Metallic,Gasoline,Mercedes-Benz,24311,Maybach S,95995,S 600,2016
YV1382MW2A2531264,Wagon,Black Stone,Gasoline,Volvo,108744,V50,12500,2.4i,2010
4S3GTAU61K3762832,Hatchback,Crimson Red Pearl,Gasoline,Subaru,15984,Impreza,26049,2.0i Limited,2019
WBA73AK07L7F84059,Sedan,Storm Bay Metallic,Gasoline,BMW,12073,228 Gran Coupe,36411,i xDrive,2020
1J4PN5GK9AW158401,SUV,Black,Gasoline Fuel,Jeep,116156,Liberty,13000,Limited,2010
WBA13AL04N7J98803,Sedan,Alpine White,Gasoline,BMW,8025,M235 Gran Coupe,48304,i xDrive,2022
3VW6T7BU8MM068458,Sedan,Deep Black Pearl Effect,Gasoline,Volkswagen,5933,Jetta GLI,30188,2.0T Autobahn,2021
JTJAM7BX9M5302470,SUV,White,Gasoline,Lexus,2734,GX 460,58242,Base,2021
WBA6D2C52JGT73371,Sedan,Alpine White,Gasoline,BMW,60894,640 Gran Coupe,46995,i xDrive,2018
WBA13AL09M7G45935,Sedan,Alpine White,Gasoline,BMW,8127,M235 Gran Coupe,43899,i xDrive,2021
WAUW2AFC6GN090096,Hatchback,Daytona Gray Pearl,Gasoline,Audi,38285,S7,46860,4.0T quattro,2016
JM1GL1V54H1120342,Sedan,Titanium Flash Mica,Gasoline,Mazda,66541,Mazda6,21988,Touring,2017
WBA5U7C08LA234154,Sedan,Portimao Blue Metallic,Gasoline,BMW,40892,M340,48881,i,2020
WBA4W5C52KAE49634,Coupe,Mineral Gray Metallic,Gasoline,BMW,11327,430,38500,i xDrive,2019
4JGDF7DE2JB044713,SUV,Black,Gasoline,Mercedes-Benz,17760,GLS 550,68880,Base 4MATIC,2018
3MYDLBJV7LY706280,Hatchback,Black,Gasoline,Toyota,12961,Yaris Sedan,7450,LE,2020
1FM5K8AR7FGC52013,SUV,Ebony,E85 Flex Fuel,Ford,109458,Utility Police Interceptor,13988,Base,2015
KNDNE5H30N6051182,Passenger Van,Pantera Metal,Gasoline,Kia,16750,Carnival,67999,SX Prestige,2022
KMTFN4JB0LU329640,Sedan,Havana Red,Gasoline,Genesis,44402,G80,39900,3.3T Sport,2020
SADFK2FX7N1028372,SUV,Santorini Black,Gasoline,Jaguar,1447,E-PACE,49900,P250,2022
1GCJK33D26F178755,Pickup Truck,Dark Blue Metallic,Diesel,Chevrolet,180403,Silverado 3500,37995,LT Crew Cab,2006
118379175,Coupe,Red,NULL,Volkswagen,64316,Beetle (Pre-1980),15200,LX,1968
WP0CH2A71JL198410,Hatchback,White,Hybrid,Porsche,17915,Panamera E-Hybrid Sport Turismo,169950,Turbo S,2018
1GKS2BKC8LR271012,SUV,Carbon Black Metallic,Gasoline,GMC,60622,Yukon,40787,SLT,2020
W04GU8SX4J1143440,Wagon,Summit White,Gasoline,Buick,53438,Regal TourX,23600,Preferred,2018
WVGTMPE20MP045856,SUV,Blue Dusk,Electric,Volkswagen,13324,ID.4,52900,Pro S,2021
JN1AZ4EH5KM421064,Coupe,Pearl White Tri-Coat,Gasoline,Nissan,18600,370Z,32250,Sport,2019
5UX43DP03N9L50956,SUV,Phytonic Blue Metallic,Gasoline,BMW,1963,X3,52999,sDrive30i,2022
5TBRT34145S457121,Pickup Truck,Red,Gasoline,Toyota,24065,Tundra,19995,SR5,2005
YV1A22ML0H1006198,Sedan,Osmium Gray Metallic,Gasoline,Volvo,76200,S90,31234,T6 Inscription,2017
55SWF4JBXGU118423,Sedan,Black,Gasoline,Mercedes-Benz,29414,C-Class,26950,C 300 Luxury,2016
1C3EW65G21V704545,Convertible,Cinnamon Glaze Metallic,Gasoline,Chrysler,5563,Prowler,59999,LX,2001
5FRYD4H37HB019508,SUV,White Diamond Pearl,Gasoline,Acura,60612,MDX,33998,3.5L,2017
5FRYD4H51HB043370,SUV,White Diamond Pearl,Gasoline,Acura,67971,MDX,31848,3.5L w/Technology Package,2017
5XXGV4L21GG070586,Sedan,White,Gasoline,Kia,65089,Optima,27988,SXL Turbo,2016
WA1DKAFP9CA033707,SUV,Black,Gasoline,Audi,104390,Q5,14999,3.2 Premium Plus,2012
1GTG6CEN1M1169298,Pickup Truck,Desert Sand Metallic,Gasoline,GMC,14451,Canyon,42797,Elevation,2021
WMWLV7C05L2L61619,Wagon,Midnight Black Metallic,Gasoline,MINI,23039,Clubman,28788,Cooper S,2020
W1N0G6EB4LF802845,SUV,Black,Gasoline,Mercedes-Benz,14808,AMG GLC 43,61500,Base 4MATIC,2020
WDD1J6HB7KF083281,Coupe,Selenite Gray Metallic,Gasoline,Mercedes-Benz,12748,E-Class,46998,E 450,2019
JN1EV7AR7LM253412,Sedan,Majestic White,Gasoline,INFINITI,3811,Q50,39999,3.0t Sport,2020
W1W4EBHY9LT027357,Cargo Van,Black,Diesel,Mercedes-Benz,2358,Sprinter 2500,65997,144 WB,2020
5LMJJ2H52DEL09600,SUV,Tuxedo Black Metallic,Gasoline,Lincoln,85905,Navigator,21000,Base,2013
JTHSZ5DC4M5010800,Coupe,White,Gasoline,Lexus,2869,RC 350,50499,LX,2021
1GNSKHKC2HR396830,SUV,Iridescent Pearl Tricoat,Gasoline,Chevrolet,101612,Suburban,42887,LT,2017
3C6FRVJG3ME510453,Cargo Van,Bright White Clearcoat,Gasoline,RAM,17603,ProMaster 3500,55677,High Roof,2021
KM8SM4HF6KU309623,SUV,Gray,Gasoline Fuel,Hyundai,58240,Santa Fe XL,31000,SE,2019
1FMJK1JT3KEA37123,SUV,Magnetic Metallic,Gasoline,Ford,77234,Expedition Max,35991,XLT,2019
WBA6B8C57FD452990,Sedan,White,Gasoline,BMW,70727,640 Gran Coupe,34885,i xDrive,2015
KNDMB5C16L6600388,Passenger Van,Venetian Red Pearl Metallic,Gasoline,Kia,20615,Sedona,33985,EX,2020
5LMJJ3TT7KEL12601,SUV,Chroma Molten Gold Metallic,Gasoline,Lincoln,66999,Navigator L,63500,Black Label,2019
JTDZN3EU8D3236454,Wagon,Gray,Hybrid,Toyota,124108,Prius v,16988,Three,2013
3FA6P0SU0JR106123,Sedan,White Platinum Tri-Coat Metallic,Hybrid,Ford,30228,Fusion Energi,27771,Titanium,2018
2G61M5S31E9295946,Sedan,Tan,Gasoline,Cadillac,20273,XTS,26998,Luxury,2014
5LM5J7XCXLGL04162,SUV,Black,Gasoline,Lincoln,34012,Aviator,62977,Reserve AWD,2020
5TDKZ3DC9LS047632,Passenger Van,White,Gasoline,Toyota,28672,Sienna,38998,LE,2020
JA4ASVAA3NZ055171,SUV,Silver,Gasoline,Mitsubishi,365,Eclipse Cross,28900,LE,2022
JA3AM84J1XY002862,Coupe,Solano Black Pearl,Gasoline,Mitsubishi,128319,3000GT,12998,SL,1999
JF1ZNBF13N8750110,Coupe,Raven Black,Gasoline,Toyota,2626,GR86,39986,Premium,2022
WDC0G6EB0HF145521,SUV,Polar White,Gasoline,Mercedes-Benz,64321,AMG GLC 43,38652,Base 4MATIC,2017
1GKKVNED0BJ166460,SUV,Off White,Gasoline,GMC,157141,Acadia,10991,SL,2011
SCCPC11195HL30665,Convertible,Orange,Gasoline,Lotus,60840,Elise,48888,Base,2005
JHMCR6F53HC008739,Sedan,Gray,Hybrid,Honda,43133,Accord Hybrid,28995,EX-L,2017
JH4DC54833C013297,Coupe,Black,Gasoline,Acura,164836,RSX,7995,w/Leather,2003
SCBCR63W55C027127,Coupe,Silver,Gasoline,Bentley,37387,Continental GT,42999,GT,2005
1GKKNXLS4HZ208409,SUV,Iridium Metallic,Gasoline,GMC,22584,Acadia,34495,Denali,2017
KMHL54JJ5NA039239,Sedan,Portofino Gray,Hybrid,Hyundai,7673,Sonata Hybrid,40999,Limited,2022
1FMJU1KT3HEA77719,SUV,Oxford White,Gasoline,Ford,81291,Expedition,29901,Limited,2017
SBM14FCA0MW005886,Convertible,Ceramic Gray,Gasoline,McLaren,2203,720S,348500,Performance,2021
1GTU9FET6LZ371600,Pickup Truck,White,Diesel,GMC,34570,Sierra 1500,61999,Denali,2020
SBM13DAA9HW003117,Coupe,Storm Gray,Gasoline,McLaren,18900,570S,164499,Coupe,2017
1FMZK1CG2GKA87538,Sedan,Oxford White,Gasoline,Ford,53858,Transit-150,37990,XLT,2016
JTHCZ1BLXHA005081,Sedan,Black,Gasoline,Lexus,42684,GS 350,37767,F Sport,2017
2FMPK3J88JBB67118,SUV,Blue Metallic,Gasoline,Ford,61210,Edge,24103,SEL,2018
1GNSKEKDXMR378528,SUV,Satin Steel Metallic,Gasoline,Chevrolet,13506,Suburban,73998,RST,2021
JH4DC4370YS802345,Coupe,Flamenco Black Pearl,Gasoline,Acura,56138,Integra,21900,GS,2000
SAJWA6DA2FMK16223,Coupe,Ultimate Black,Gasoline,Jaguar,45000,F-TYPE,54250,R,2015
LYV102RK5KB322451,SUV,Crystal White,Gasoline,Volvo,32629,XC60,38839,T5 Momentum,2019
WA1BVAF19KD038557,SUV,Florett Silver Metallic,Gasoline,Audi,46500,Q8,60000,3.0T Premium Plus,2019
WA1FVAF12MD034287,SUV,Daytona Gray Pearl Effect,Gasoline,Audi,13109,Q8,80500,55 Premium,2021
NM0LS7E72F1214526,Cargo Van,Frozen White,Gasoline,Ford,80238,Transit Connect,24377,XL,2015
1G1145S35GU153448,Sedan,Iridescent Pearl Tricoat,E85 Flex Fuel,Chevrolet,83575,Impala,18997,2LZ,2016
3GNFK16Z73G223868,SUV,Gray,E85 Flex Fuel,Chevrolet,114174,Suburban,10999,1500 LT,2003
JTJAM7BX7L5257608,SUV,Starfire Pearl,Gasoline,Lexus,25037,GX 460,49981,Base,2020
WDCGG8JB1EG304875,SUV,White,Gasoline,Mercedes-Benz,66701,GLK-Class,23999,GLK 350 4MATIC,2014
3GTU9FEL6NG101057,Pickup Truck,Satin Steel Metallic,Gasoline,GMC,3375,Sierra 1500 Limited,75977,Denali,2022
KMUMCDTC9NU039365,SUV,Green,Gasoline,Genesis,14515,GV70,64888,3.5T Sport,2022
1GNSCGKC4LR194359,SUV,Satin Steel Metallic,Gasoline,Chevrolet,25019,Suburban,50849,LS,2020
1FA6P8TH8K5142520,Coupe,Magnetic Metallic,Gasoline,Ford,14597,Mustang,30598,EcoBoost Premium,2019
YV4102WK2L1034218,Wagon,Pine Gray Metallic,Gasoline,Volvo,6482,V60 Cross Country,46997,T5,2020
1GNSKRKD3MR298835,SUV,Satin Steel Metallic,Gasoline,Chevrolet,3219,Tahoe,79912,RST,2021
JTEJU5JRXM5839774,SUV,Midnight Black Metallic,Gasoline,Toyota,26762,4Runner,53482,Nightshade,2021
JF2SKAXCXMH445024,SUV,Crystal White Pearl,Gasoline,Subaru,10654,Forester,28991,Touring,2021
5YMKW8C51H0U71798,SUV,Gray Metallic,Gasoline,BMW,42651,X6 M,60500,Base,2017
1ZVHT88S375205594,Coupe,Torch Red Clearcoat,Gasoline,Ford,33459,Shelby GT500,35901,Base,2007
5J6RM4H59GL010354,SUV,White,Gasoline,Honda,21901,CR-V,17490,EX,2016
2FMHK6DT0FBA11409,SUV,Tuxedo Black Metallic,Gasoline,Ford,81621,Flex,26227,Limited w/EcoBoost,2015
JA4MT21H51P013175,SUV,Gold,Gasoline,Mitsubishi,189742,Montero Sport,3950,LS,2001
WBA4W7C57KAG52563,Coupe,Glacier Silver Metallic,Gasoline,BMW,18528,440,41500,i,2019
3GCUDHEL3NG535236,Pickup Truck,Black,Gasoline,Chevrolet,592,Silverado 1500,90295,ZR2,2022
5LMJJ2LT9HEL05958,SUV,White,Gasoline,Lincoln,79822,Navigator,37950,Reserve,2017
JTJHT00W523516755,SUV,Beige,Gasoline,Lexus,82243,LX 470,19995,LX,2002
WBA8E1C56JA762856,Sedan,Mineral Gray Metallic,Hybrid,BMW,22904,330e,35383,iPerformance,2018
JN8AT2MV3LW102024,SUV,White,Gasoline,Nissan,14996,Rogue,26893,SV,2020
WBAVA37548NL50507,Sedan,White,Gasoline,BMW,127485,328,8999,i,2008
55SWF4JBXHU214036,Sedan,Selenite Gray Metallic,Gasoline,Mercedes-Benz,41020,C-Class,25972,C 300,2017
1GTU9EET8LZ348944,Pickup Truck,Summit White,Diesel,GMC,40829,Sierra 1500,58996,AT4,2020
WBXYJ5C5XK5N44468,SUV,Mineral Gray Metallic,Gasoline,BMW,24369,X2,35671,xDrive28i,2019
1N4BL4DW0MN328944,Sedan,Storm Blue,Gasoline,Nissan,20539,Altima,25996,2.5 SV,2021
WBA4W7C56KAG52988,Coupe,Alpine White,Gasoline,BMW,31586,440,40380,i,2019
WDCGG8JB3EG308751,SUV,Black,Gasoline,Mercedes-Benz,127057,GLK-Class,14999,GLK 350 4MATIC,2014
JTHBE1BL6FA002392,Sedan,Nebula Gray Pearl,Gasoline,Lexus,71856,GS 350,26500,Base,2015
1GTP9EEL8LZ219020,Pickup Truck,Gray,Gasoline,GMC,20405,Sierra 1500,66845,AT4,2020
5N1AA0ND8AN606711,SUV,Smoke,Gasoline,Nissan,173964,Armada,11285,Titanium,2010
3GTU9CED9NG164354,Pickup Truck,Cardinal Red,Gasoline,GMC,2188,Sierra 1500 Limited,65877,Elevation,2022
WBSBG9328VEY76145,Coupe,Cosmos Black Metallic,Gasoline,BMW,172639,M3,31490,LX,1997
5NPE24AF4HH504334,Sedan,Symphony Silver,Gasoline,Hyundai,79226,Sonata,17995,SE,2017
5TDJZRFH7KS581654,SUV,Blizzard Pearl,Gasoline,Toyota,40673,Highlander,37970,XLE,2019
3GYFK628X7G145122,SUV,Black Raven,Gasoline,Cadillac,96379,Escalade EXT,23825,Base,2007
WDDWJ6EB8LF962509,Coupe,White,Gasoline,Mercedes-Benz,19354,AMG C 43,60434,Base 4MATIC,2020
1G6DB5RK0L0151425,Sedan,Black Raven,Gasoline,Cadillac,7828,CT4,38888,Premium Luxury,2020
SADCJ2EX9NA696195,SUV,Santorini Black,Gasoline,Jaguar,2276,F-PACE,57996,S,2022
1GYKPDRSXLZ105963,SUV,Radiant Silver Metallic,Gasoline,Cadillac,15282,XT6,49495,Premium Luxury AWD,2020
JTHBL5EFXH5144923,Sedan,White,Gasoline,Lexus,113454,LS 460,35999,Base,2017
JN8AZ2AFXN9740364,SUV,Moonstone White,Gasoline,INFINITI,9415,QX80,71145,PREMIUM SELECT,2022
4A4AP4AU9EE013695,SUV,Gray,Gasoline,Mitsubishi,79980,Outlander Sport,10990,SE,2014
1N6AA1FA3MN501218,Pickup Truck,Red Alert,Gasoline,Nissan,16995,Titan XD,42498,SV,2021
3GTU9FEL3NG122514,Pickup Truck,Cayenne Red Tintcoat,Gasoline,GMC,991,Sierra 1500 Limited,71971,Denali,2022
1FMJK1KT8MEA09903,SUV,Magnetic Metallic,Gasoline,Ford,53510,Expedition Max,52990,Limited,2021
1FTEW1EP8NKD57244,Pickup Truck,Red Metallic,Gasoline,Ford,805,F-150,59971,XLT,2022
1FTEW1E88NFA17528,Pickup Truck,Iconic Silver Metallic,Gasoline,Ford,6479,F-150,70874,Tremor,2022
1GCPWBEH2LZ233997,Pickup Truck,Black,Gasoline,Chevrolet,55996,Silverado 1500,36694,Custom,2020
WV2NB47033H021395,Passenger Van,White,Gasoline,Volkswagen,117476,Eurovan,36988,MV,2003
JN8AZ2AF2M9720818,SUV,Hermosa Blue,Gasoline,INFINITI,13524,QX80,64490,PREMIUM SELECT,2021
4T1T11AK3MU494087,Sedan,Blue,Gasoline,Toyota,13815,Camry,31998,SE,2021
4JGDF7DE0KB222636,SUV,Lunar Blue Metallic,Gasoline,Mercedes-Benz,45785,GLS 550,61999,Base 4MATIC,2019
4T1BD1FK5CU026498,Sedan,Blue,Hybrid,Toyota,11576,Camry Hybrid,20995,LE,2012
1N4AA6CV8LC369564,Sedan,Blue,Gasoline,Nissan,60811,Maxima,24249,3.5 SV,2020
WAUGUDGY3NA075554,Sedan,Manhattan Gray Metallic,Gasoline,Audi,471,A3,39999,40 Premium,2022
5YJXCDE21MF320510,SUV,White,Electric,Tesla,13127,Model X,109995,Long Range Plus,2021
5LM5J7XC5MGL15765,SUV,Black,Gasoline,Lincoln,20055,Aviator,61255,Reserve AWD,2021
4JGFF8KE2MA498102,SUV,Black,Gasoline,Mercedes-Benz,2499,AMG GLS 63,159998,Base 4MATIC,2021
1GTG6CEN7M1110319,Pickup Truck,Cayenne Red Tintcoat,Gasoline,GMC,13735,Canyon,41968,Elevation,2021
JM3TCBBY7G0100326,SUV,Snowflake White Pearl Mica,Gasoline,Mazda,69805,CX-9,24999,Sport,2016
WDC0G8JB1JF476776,SUV,Black,Gasoline,Mercedes-Benz,34119,AMG GLC 63,55999,Base 4MATIC,2018
W1NYC6BJXMX423192,SUV,Black,Gasoline,Mercedes-Benz,2165,G-Class,169995,G 550 4MATIC,2021
KMHHU6KJ1EU114522,Coupe,Tsukuba Red,Gasoline,Hyundai,27916,Genesis Coupe,25950,3.8 Ultimate,2014
WUAC6AFR3EA901777,Coupe,Black,Gasoline,Audi,58110,RS 5,40998,4.2,2014
1GYS4FKL6NR360006,SUV,White,Gasoline Fuel,Cadillac,320,Escalade,125300,Sport,2022
1GKKNVLS3HZ265124,SUV,Iridium Metallic,Gasoline,GMC,87350,Acadia,23700,SLT-1,2017
WDDHF5KB6CA571994,Sedan,White,Gasoline,Mercedes-Benz,127253,E-Class,13988,E 350,2012
ZAM57XSA1F1137494,Sedan,Grigio Metallo,Gasoline,Maserati,57396,Ghibli,24998,Base,2015
5YMKT6C50G0R78008,SUV,Mineral White Metallic,Gasoline,BMW,60550,X5 M,51995,Base,2016
ZHWGU6AU4ALA09088,Convertible,White,Gasoline Fuel,Lamborghini,28000,Gallardo,110000,LP560-4,2010
3VWD17AJ2FM270008,Sedan,Platinum Gray Metallic,Gasoline,Volkswagen,82221,Jetta,13998,1.8T SE,2015
1GYS4BKJXKR252703,SUV,White,Gasoline,Cadillac,39874,Escalade,52000,Luxury,2019
JTHCE1D25G5010325,Sedan,Redline,Gasoline,Lexus,67633,IS 350,28000,Base,2016
WAU34AFD3GN004524,Sedan,Black,Gasoline,Audi,51833,A8,24990,L 3.0T,2016
WDDZF6EBXJA471416,Sedan,Lunar Blue Metallic,Gasoline,Mercedes-Benz,47141,AMG E 43,44498,Base 4MATIC,2018
WBA13BK08MCF99738,Sedan,Tanzanite Blue II Metallic,Gasoline,BMW,10424,M550,72899,M550i xDrive,2021
WP0AB2A72JL135566,Hatchback,Blue,Gasoline,Porsche,66774,Panamera,67777,4S,2018
1GYAZAR44MF018388,SUV,Stellar Black Metallic,Gasoline,Cadillac,9825,XT4,36490,Luxury,2021
WDC0J8KB4KF491290,SUV,White,Gasoline,Mercedes-Benz,28909,AMG GLC 63,81402,S 4MATIC,2019
W1N0J8JB4MF954306,SUV,Black,Gasoline,Mercedes-Benz,11393,AMG GLC 63,104177,Base 4MATIC,2021
1GKS2BKC2JR125119,SUV,Summit White,Gasoline,GMC,99060,Yukon,41901,SLT,2018
SAJBK4BV1GCY16373,Sedan,Dark Sapphire,Gasoline,Jaguar,50752,XF,25471,35t Prestige,2016
WA1CNAFY2L2116594,SUV,Mythos Black Metallic,Gasoline,Audi,10843,Q5,48898,45 Prestige,2020
ZAM45VLAXJ0269446,Coupe,Grigio Alfieri Metallic,Gasoline,Maserati,543,GranTurismo,89491,Sport,2018
3N1CP5DV2LL532288,SUV,Gun Metallic,Gasoline,Nissan,27836,Kicks,25750,SR,2020
JN8AY2ND9H9007643,SUV,Hermosa Blue,Gasoline,Nissan,75212,Armada,28771,Platinum,2017
1LNHM94R09G605866,Sedan,Maroon,Gasoline,Lincoln,115576,MKS,9999,Base,2009
JTHB51FF7J5005730,Sedan,Obsidian Black,Gasoline,Lexus,42573,LS 500,58568,F Sport,2018
1G6KP5R6XKU143724,Sedan,Manhattan Noir Metallic,Gasoline,Cadillac,36292,CT6,53990,3.0 Twin Turbo Sport,2019
KMHT36AH9NU012526,Hatchback,Performance Blue,Gasoline,Hyundai,1907,Veloster N,39999,N,2022
1FTER4FH0LLA10398,Pickup Truck,Rapid Red Metallic Tinted Clearcoat,Gasoline,Ford,49730,Ranger,33987,XLT,2020
114279W534389,Coupe,Red,NULL,Chevrolet,29657,Nova,35990,LX,1969
2G61M5S30J9161343,Sedan,Radiant Silver Metallic,Gasoline,Cadillac,16603,XTS,38811,Luxury,2018
1GKKRSKD9HJ285480,SUV,Summit White,Gasoline,GMC,73956,Acadia Limited,25999,Limited,2017
KNDMB5C18G6212486,Passenger Van,Silver,Gasoline,Kia,86129,Sedona,18990,LX,2016
1FMEE5DP8NLB44327,SUV,Black,Gasoline Fuel,Ford,200,Bronco,92999,Wildtrak Advanced,2022
1C4SJVBT5NS166598,SUV,Diamond Black,Gasoline,Jeep,6208,Wagoneer,77888,Series II,2022
YV140MAK4G1195639,Sedan,Black,Gasoline,Volvo,128493,S80,13888,T5 Drive-E,2016
1N6AA1FB7MN509198,Pickup Truck,Red Alert,Gasoline,Nissan,16467,Titan XD,45999,SV,2021
WP0CB2A85DK132298,Convertible,Red,Gasoline,Porsche,25757,Boxster,53990,S,2013
5XYPG4A5XLG615956,SUV,Blue,Gasoline,Kia,67518,Sorento,21990,LX,2020
4JGED6EBXKA142484,SUV,Gray Metallic,Gasoline,Mercedes-Benz,39546,AMG GLE 43,62495,4MATIC Coupe,2019
WBA4J5C5XJBF06248,Hatchback,Orange,Gasoline,BMW,40863,440 Gran Coupe,33999,i,2018
1GYS3AKJ9KR215591,SUV,Shadow Metallic,Gasoline,Cadillac,53118,Escalade,57711,Standard,2019
KMHD74LF4KU872659,Sedan,Gray,Gasoline,Hyundai,8676,Elantra,21990,SE,2019
KNADH5A36A6646073,Hatchback,Blue,Gasoline,Kia,96737,Rio5,11590,LX,2010
WBAPM5C56BE575780,Sedan,White,Gasoline,BMW,36046,335,21990,i,2011
2C3CCAKT9CH220226,Sedan,Black,E85 Flex Fuel,Chrysler,100584,300C,17990,Base,2012
WMWZC5C57DWM16193,SUV,Red,Gasoline,MINI,63454,Countryman,18990,Cooper S ALL4,2013
58ADZ1B1XMU085693,Sedan,White,Gasoline,Lexus,13031,ES 350,41590,Base,2021
JN8AY2NF0H9304446,SUV,Forged Copper,Gasoline,Nissan,42617,Armada,34497,Platinum,2017
5TDJZRFH9KS971218,SUV,Predawn Gray Mica,Gasoline,Toyota,31441,Highlander,41499,SE,2019
5LMJJ3TT5MEL15533,SUV,Black,Gasoline,Lincoln,2003,Navigator L,105031,Black Label,2021
5YMUJ0C02LLA99895,SUV,Alpine White,Gasoline,BMW,10468,X4 M,69950,LX,2020
5LMJJ3TT8JEL01427,SUV,Black,Gasoline,Lincoln,57774,Navigator L,63999,Black Label,2018
5LMJJ3LT2JEL09166,SUV,Black,Gasoline,Lincoln,69943,Navigator L,59995,Reserve,2018
W1WV0FEY8L3698033,Minivan,Obsidian Black Metallic,Gasoline,Mercedes-Benz,48708,Metris,47361,Passenger,2020
19UUA75597A002508,Sedan,Black,Gasoline,Acura,142149,TL,17988,Type S w/Navigation,2007
1FTYE2CG4JKA28897,Cargo Van,Beige,Gasoline,Ford,21789,Transit-150,52852,Base,2018
2T2BZMCA7JC138079,SUV,Ultra White,Gasoline,Lexus,39888,RX 350,45999,F Sport,2018
2GNFLEEK9G6213210,SUV,Silver,Gasoline,Chevrolet,57991,Equinox,20998,LS,2016
1FMJK1JT7KEA49632,SUV,Magnetic Metallic,Gasoline,Ford,71713,Expedition Max,44999,XLT,2019
1GKS2FKC1GR111843,SUV,Summit White,Gasoline,GMC,79144,Yukon XL,36990,SLE,2016
3VW5T7BU8KM223292,Sedan,Pyrite Silver Metallic,Gasoline,Volkswagen,26435,Jetta GLI,27998,35th Anniversary Edition,2019
1GNSKFKD3MR229853,SUV,Summit White,Gasoline,Chevrolet,22193,Suburban,72968,Premier,2021
3VWG57AU4LM003203,Hatchback,Deep Black Pearl Effect,Gasoline,Volkswagen,30371,Golf,22711,1.4T TSI,2020
1GNSKHKC1LR274629,SUV,Satin Steel Metallic,E85 Flex Fuel,Chevrolet,61105,Suburban,47488,LT,2020
1GYKPDRS5LZ158991,SUV,Stellar Black Metallic,Gasoline,Cadillac,14776,XT6,60911,Premium Luxury AWD,2020
1C4BJWDG3DL575441,SUV,Green,Gasoline Fuel,Jeep,37308,Wrangler Unlimited,27700,Sport,2013
WVWAR7AN7ME012622,Sedan,Deep Black Pearl Effect,Gasoline,Volkswagen,21762,Arteon,31987,2.0T SE,2021
3GTU9FEL0NG153218,Pickup Truck,Onyx Black,Gasoline,GMC,141,Sierra 1500 Limited,79977,Denali,2022
5GRGN23858H102029,SUV,Gray,Gasoline,Hummer,88201,H2,33995,SUV,2008
1FMJK1K52DEF59521,SUV,Ingot Silver Metallic,E85 Flex Fuel,Ford,84623,Expedition EL,26895,Limited,2013
1GYS4HKJ5KR270965,SUV,Radiant Silver Metallic,Gasoline,Cadillac,43802,Escalade ESV,69970,Luxury,2019
JT3HN87R7V9003427,SUV,NOT SPECIFIED,Gasoline,Toyota,205966,4Runner,13880,Limited,1997
WDAPF4CC5GP234438,Cargo Van,Earth Brown,Diesel,Mercedes-Benz,5048,Sprinter,121599,EXT,2016
JM3KFBDM6K0597388,SUV,Deep Crystal Blue Mica,Gasoline,Mazda,12433,CX-5,28990,Grand Touring,2019
1GYKPCRS7LZ200622,SUV,Stellar Black Metallic,Gasoline,Cadillac,16565,XT6,47000,Premium Luxury FWD,2020
5GRGN23878H107409,SUV,White,Gasoline,Hummer,139212,H2,28991,LX,2008
1FTEW1E15KFD16067,Pickup Truck,Blue,Diesel,Ford,34457,F-150,37999,XLT,2019
1G1ZD5ST0LF092558,Sedan,Northsky Blue Metallic,Gasoline,Chevrolet,49550,Malibu,20789,LT,2020
WDDUG6GB6JA376808,Sedan,Black,Gasoline,Mercedes-Benz,42745,S-Class,57499,S 450,2018
1GT29ME75LF232378,Pickup Truck,Dark Toreador Red,Gasoline,GMC,57804,Sierra 2500,50500,SLE,2020
JTJBM7FX0J5181449,SUV,Nebula Gray Pearl,Gasoline,Lexus,44980,GX 460,38790,Base,2018
JTJSARDZ9L5016544,SUV,Ultra White,Gasoline,Lexus,4590,NX 300,45999,F Sport,2020
KNMAT2MT5LP502963,SUV,Magnetic Black Pearl,Gasoline,Nissan,67360,Rogue,21195,SV,2020
