vin,bodystyle,exterior_color,fuel_type,make,mileage,model,price,trim,year
WA1DECF31M1012268,SUV,Glacier White Metallic,Gasoline,Audi,15378,Q3,40880,45 S line Premium,2021
1GNERGKW0LJ265089,SUV,Mosaic Black Metallic,Gasoline,Chevrolet,18873,Traverse,39944,LT Cloth,2020
5UXKR0C51F0K55740,SUV,Brown Metallic,Gasoline,BMW,92266,X5,25798,xDrive35i,2015
JTHBN36F440138300,Sedan,Black,Gasoline,Lexus,152425,LS 430,9900,LX,2004
4T1L11BK0LU007571,Sedan,Silver,Gasoline,Toyota,12410,Camry,29888,LE,2020
WA1JCCFS0JR004062,SUV,Daytona Gray Pearl Effect,Gasoline,Audi,34984,Q3,30498,2.0T Premium Plus,2018
2C4RC1BG3LR275712,Passenger Van,Brilliant Black Crystal Pearlcoat,Gasoline,Chrysler,61040,Pacifica,22900,Touring-L,2020
WDCTG4GB4LU023618,SUV,Iridium Silver Metallic,Gasoline,Mercedes-Benz,36059,GLA 250,31939,Base 4MATIC,2020
19UUB2F54FA025417,Sedan,Silver,Gasoline,Acura,46460,TLX,21987,V6 Tech,2015
1C4PJMDX1KD451072,SUV,Sting Gray Clearcoat,Gasoline,Jeep,24078,Cherokee,28863,Limited,2019
2T2BK1BA5AC018558,SUV,Cerulean Blue Metallic,Gasoline,Lexus,10308,RX 350,16950,Base,2010
1FMCU9G60LUA74155,SUV,Red,Gasoline,Ford,18934,Escape,28902,SE,2020
1FATP8FF6J5135920,Convertible,Ruby Red Metallic Tinted Clearcoat,Gasoline,Ford,13442,Mustang,40985,GT Premium,2018
7FARW2H82KE021808,SUV,Modern Steel Metallic,Gasoline,Honda,55747,CR-V,30000,EX-L,2019
WA1BNAFY2K2111048,SUV,Glacier White Metallic,Gasoline,Audi,44703,Q5,34990,2.0T Premium Plus,2019
3N1CN8DV2LL844960,Sedan,Gun Metallic,Gasoline,Nissan,45185,Versa,20684,S,2020
2GNAXTEV6L6178777,SUV,Midnight Blue Metallic,Gasoline,Chevrolet,11147,Equinox,26488,2LT,2020
5XYP5DHC7LG060877,SUV,Ebony Black,Gasoline,Kia,34679,Telluride,49500,SX,2020
1C4JJXP66MW786376,SUV,Sting Gray Clearcoat,Hybrid,Jeep,19897,Wrangler Unlimited 4xe,55647,Sahara,2021
2GNAXJEV9K6304858,SUV,Mosaic Black Metallic,Gasoline,Chevrolet,48086,Equinox,21995,2LT,2019
19UUB1F37LA016926,Sedan,Majestic Black Pearl,Gasoline,Acura,26658,TLX,31826,FWD,2020
5YJ3E1EB0KF359285,Sedan,Pearl White Multi,Electric,Tesla,33027,Model 3,56960,Long Range,2019
5N1AT2MV4KC808250,SUV,Caspian Blue Metallic,Gasoline,Nissan,59755,Rogue,26750,SL,2019
JTMWFREV6HJ121395,SUV,Barcelona Red Metallic,Gasoline,Toyota,41966,RAV4,25980,XLE,2017
3FA6P0HD4ER375528,Sedan,Silver,Gasoline,Ford,66557,Fusion,15990,SE,2014
58ABZ1B17KU024810,Sedan,Silver Lining Metallic,Gasoline,Lexus,35772,ES 350,38493,350,2019
KNDPMCACXL7656022,SUV,Black Cherry Pearl,Gasoline,Kia,10841,Sportage,25898,LX,2020
1C4PJMDX0KD480806,SUV,Sting Gray Clearcoat,Gasoline,Jeep,32871,Cherokee,28995,Limited,2019
1G6KS54Y93U101246,Sedan,Blue Onyx,Gasoline,Cadillac,81528,Seville,6712,SLS,2003
1C6SRFJT9MN751351,Pickup Truck,Diamond Black,Gasoline,RAM,18174,1500,51999,Laramie,2021
WA1VAAF74JD044763,SUV,Orca Black Metallic,Gasoline,Audi,36795,Q7,47991,3.0T Prestige,2018
1V2NR2CA2KC543538,SUV,Pure White,Gasoline,Volkswagen,54386,Atlas,44998,3.6L SEL Premium,2019
55SWF8EBXKU302058,Sedan,Black,Gasoline,Mercedes-Benz,36142,C-Class,36084,C 300 4MATIC,2019
3N1AB7AP4KY272534,Sedan,Gun Metallic,Gasoline,Nissan,46373,Sentra,19900,SV,2019
JTMZFREV2JJ203045,SUV,Aqua,Gasoline,Toyota,17044,RAV4,27172,LE,2018
1C6SRFU95MN760502,Pickup Truck,Hydro Blue Pearlcoat,Gasoline,RAM,13460,1500,89985,TRX,2021
1GYKNFRS3KZ207332,SUV,Shadow Metallic,Gasoline,Cadillac,68708,XT5,36655,Premium Luxury,2019
JTJBM7FX1K5236489,SUV,Starfire Pearl,Gasoline,Lexus,19666,GX 460,45999,Base,2019
5FNRL6H7XKB103126,Passenger Van,Deep Scarlet Pearl,Gasoline,Honda,21362,Odyssey,40789,EX-L,2019
5FNYF6H43KB013471,SUV,Gray,Gasoline,Honda,35250,Pilot,36215,EX-L w/Navigation/RES,2019
7FARW2H84KE045947,SUV,Platinum White Pearl,Gasoline,Honda,31109,CR-V,31980,EX-L,2019
4S3BWAL62L3034490,Sedan,Crystal Black Silica,Gasoline,Subaru,23467,Legacy,30290,LX,2020
5LM5J7XC7LGL16933,SUV,Radiance,Gasoline,Lincoln,39833,Aviator,54999,Reserve AWD,2020
5N1AT2MV2JC841536,SUV,Magnetic Black,Gasoline,Nissan,60009,Rogue,25996,SV,2018
5FNRL6H71KB087074,Passenger Van,Crystal Black Pearl,Gasoline,Honda,32187,Odyssey,37890,EX-L,2019
1C4RJFBG4KC804806,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,34373,Grand Cherokee,36000,Limited,2019
1GNEVGKWXLJ220950,SUV,Black Cherry Metallic,Gasoline,Chevrolet,21958,Traverse,37921,LT Cloth,2020
1FTEW1EP3LFB44952,Pickup Truck,Gray,Gasoline,Ford,32048,F-150,40189,XLT,2020
5YJ3E1EA8MF866932,Sedan,Midnight Silver Metallic,NULL,Tesla,22612,Model 3,53000,Standard Range Plus,2021
1C6JJTBG9ML591051,Pickup Truck,Bright White Clearcoat,Gasoline,Jeep,18940,Gladiator,56000,Rubicon,2021
1GNSKPKD1MR415977,SUV,Black,Gasoline,Chevrolet,11376,Tahoe,73985,Z71,2021
1FTER4FH9MLD39604,Pickup Truck,Shadow Black,Gasoline,Ford,17443,Ranger,42999,XLT,2021
1FMCU0GD8HUE46388,SUV,Lightning Blue Metallic,Gasoline,Ford,62341,Escape,18999,SE,2017
2FMPK4J99KBB01161,SUV,Baltic Sea Green Metallic,Gasoline,Ford,61727,Edge,32991,SEL,2019
4JGDA5JB9JB198140,SUV,Silver,Gasoline,Mercedes-Benz,41530,GLE 350,37990,Base,2018
1FTER4EH9KLA89165,Pickup Truck,Ingot Silver,Gasoline,Ford,29894,Ranger,33357,STX,2019
WDDLJ6HBXFA145901,Sedan,Iridium Silver Metallic,Gasoline,Mercedes-Benz,57424,CLS-Class,36999,CLS 400 4MATIC,2015
2FMPK4J96LBA31264,SUV,Burgundy Velvet,Gasoline,Ford,47730,Edge,29810,SEL,2020
3VV1B7AX5JM013068,SUV,Pure White,Gasoline,Volkswagen,47397,Tiguan,23225,2.0T S,2018
1FM5K7D86JGB52510,SUV,Shadow Black,Gasoline,Ford,46664,Explorer,29250,XLT,2018
5J8TC2H32KL037780,SUV,White,Gasoline,Acura,57703,RDX,33999,Base,2019
1N4AA6AP8JC387189,Sedan,Super Black,Gasoline,Nissan,82227,Maxima,22573,3.5 SV,2018
1FMCU0HDXKUA51909,SUV,Ruby Red Metallic Tinted Clearcoat,Gasoline,Ford,69677,Escape,20770,SEL,2019
2HGFC2F62LH507797,Sedan,White,Gasoline,Honda,30677,Civic,26321,LX,2020
3GCUKREC6JG109840,Pickup Truck,Silver Ice Metallic,Gasoline,Chevrolet,83798,Silverado 1500,35928,2LT,2018
WDC0G4KB6KV130415,SUV,Polar White,Gasoline,Mercedes-Benz,23348,GLC 300,41595,Base 4MATIC,2019
1FT8W4DT2LEE64279,Pickup Truck,Oxford White,Diesel,Ford,21454,F-450,108539,Platinum,2020
1HGCV1F50KA128728,Sedan,Platinum White Pearl,Gasoline,Honda,13120,Accord,32672,EX-L,2019
WBSJF0C57KB284768,Sedan,Alpine White,Gasoline,BMW,23807,M5,86668,Competition,2019
YV4612RK7G2829201,SUV,Osmium Grey Metallic,Gasoline,Volvo,37644,XC60,26998,T5 Premier,2016
2T2ZZMCA9KC140643,SUV,Atomic Silver,Gasoline,Lexus,30639,RX 350,44488,350,2019
2GNAXTEV1L6183269,SUV,Mosaic Black Metallic,Gasoline,Chevrolet,49614,Equinox,23995,2LT,2020
2GNAXUEV8M6111749,SUV,Mosaic Black Metallic,Gasoline,Chevrolet,38582,Equinox,26120,1LT,2021
JM3KFBDM8L0736339,SUV,Sonic Silver Metallic,Gasoline,Mazda,60679,CX-5,30497,Grand Touring,2020
JF2GTAEC5KH362457,SUV,Sunshine Orange,Gasoline,Subaru,39742,Crosstrek,26444,2.0i Premium,2019
1FTEW1E48KFA24861,Pickup Truck,Agate Black Metallic,Gasoline,Ford,56189,F-150,45990,Lariat,2019
1C4RJFBG7LC218165,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,31152,Grand Cherokee,38987,Limited,2020
5TFAY5F1XLX880775,Pickup Truck,Silver,Gasoline,Toyota,16511,Tundra,56995,Platinum,2020
JN1BJ1CV5LW266055,SUV,Glacier White,Gasoline,Nissan,22039,Rogue Sport,26758,S,2020
5J6RW1H55KA016908,SUV,Crystal Black Pearl,Gasoline,Honda,13858,CR-V,29999,EX,2019
1GNSKPKL2NR176223,SUV,Silver Ice Metallic,Gasoline,Chevrolet,13082,Tahoe,81000,Z71,2022
1C6SRFJT9MN816988,Pickup Truck,Flame Red Clearcoat,Gasoline,RAM,24362,1500,58969,Laramie,2021
2HKRW2H59KH608011,SUV,Obsidian Blue Pearl,Gasoline,Honda,35336,CR-V,29303,EX,2019
5J8TC1H59LL012758,SUV,Platinum White Pearl,Gasoline,Acura,54550,RDX,37798,Technology Package,2020
JTEBU5JR4J5608126,SUV,White,Gasoline,Toyota,66442,4Runner,47495,Limited,2018
5J8TC1H54KL024735,SUV,White Diamond Pearl,Gasoline,Acura,40972,RDX,41991,Technology Package,2019
1FA6P8JZ1H5520102,Coupe,Oxford White,Gasoline,Ford,19536,Shelby GT350,57490,Base,2017
WBA7E2C59GG548144,Sedan,Singapore Gray Metallic,Gasoline,BMW,50202,740,38950,i,2016
5J8TC1H62NL003492,SUV,Silver,Gasoline,Acura,12555,RDX,52697,A-Spec,2022
WA1B4AFY8M2053243,SUV,Glacier White Metallic,Gasoline,Audi,2600,SQ5,55999,3.0T Premium,2021
55SWF8EB0KU318463,Sedan,Black,Gasoline,Mercedes-Benz,61705,C-Class,33978,C 300 4MATIC,2019
1GKKNKLA5KZ251674,SUV,Smokey Quartz Metallic,Gasoline,GMC,33238,Acadia,27900,SLE-1,2019
5FNYF7H57LB003798,SUV,Deep Scarlet Pearl,Gasoline,Honda,15554,Passport,38999,EX-L,2020
WP0AB2A91KS115205,Coupe,Black,Gasoline,Porsche,9250,911,132900,Carrera 4S,2019
SALVR2BG2DH802177,SUV,Firenze Red,Gasoline,Land Rover,82396,Range Rover Evoque,21999,Pure,2013
5YJYGDEE9MF198451,SUV,Deep Blue Metallic,Electric,Tesla,16111,Model Y,71500,Long Range,2021
2T3F1RFV9LC105233,SUV,Silver Sky Metallic,Gasoline,Toyota,25149,RAV4,31080,LE,2020
1FTEW1EP7LFC72532,Pickup Truck,Agate Black,Gasoline,Ford,19542,F-150,42395,XLT,2020
5TDHZRBH8MS080344,SUV,Blue,Gasoline,Toyota,15977,Highlander,44998,XLE,2021
W1K1J6BB0LF138597,Coupe,Polar White,Gasoline,Mercedes-Benz,32519,AMG E 53,69499,Base 4MATIC,2020
4S3GTAM6XK3759492,Hatchback,Ice Silver Metallic,Gasoline,Subaru,45986,Impreza,25202,2.0i Sport,2019
WVWVA7AU0KW172462,Hatchback,Indium Gray Metallic,Gasoline,Volkswagen,18613,Golf R,43998,2.0T w/DCC & Navigation,2019
WDC0G4KB5KV188208,SUV,Polar White,Gasoline,Mercedes-Benz,24929,GLC 300,38499,Base 4MATIC,2019
4T1BK1EBXDU013979,Sedan,Sizzling Crimson Mica,Gasoline,Toyota,88700,Avalon,19999,Limited,2013
1GYKNDRS1HZ299540,SUV,Stellar Black Metallic,Gasoline,Cadillac,40662,XT5,31999,Luxury,2017
5XXGW4L24KG329562,Sedan,Ebony Black,Gasoline,Kia,41713,Optima,26495,SX Turbo,2019
KL4CJASB5JB665796,SUV,Ebony Twilight Metallic,Gasoline,Buick,85258,Encore,18699,Preferred,2018
ZARFAEDN8J7597312,Sedan,Alfa Black,Gasoline,Alfa Romeo,22979,Giulia,29999,Base,2018
4JGFB4KB0LA044522,SUV,Black,Gasoline,Mercedes-Benz,34900,GLE 350,54990,Base 4MATIC,2020
1C6SRFKT2MN806348,Pickup Truck,Diamond Black,Gasoline,RAM,15336,1500,61499,Longhorn,2021
7FARW1H83KE032388,SUV,Platinum White Pearl,Gasoline,Honda,22777,CR-V,33992,EX-L,2019
JTJAM7BX1M5271991,SUV,Black Onyx,Gasoline,Lexus,15064,GX 460,56490,Base,2021
W1N4M4HB1MW131341,SUV,Patagonia Red Metallic,Gasoline,Mercedes-Benz,11259,GLB 250,40858,Base 4MATIC,2021
4S4BTACC1L3130105,SUV,Crimson Red Pearl,Gasoline,Subaru,12771,Outback,30968,Premium,2020
5XYPHDA57KG515244,SUV,Titanium,Gasoline,Kia,45604,Sorento,31490,EX V6,2019
5XYPGDA31KG549827,SUV,Sangria,Gasoline,Kia,44221,Sorento,27998,LX,2019
2HKRW2H82KH675463,SUV,Basque Red Pearl II,Gasoline,Honda,35574,CR-V,31102,EX-L,2019
2T3F1RFVXMW180619,SUV,Silver Sky Metallic,Gasoline,Toyota,10206,RAV4,33149,LE,2021
KMHH55LC3LU126823,Hatchback,Metal,Gasoline,Hyundai,10881,Elantra GT,31995,N Line,2020
SALZP2FX4LH058002,SUV,Indus Silver,Gasoline,Land Rover,34390,Range Rover Evoque,40913,SE,2020
1FMSK7DH4MGA78253,SUV,Oxford White,Gasoline,Ford,16724,Explorer,36790,XLT,2021
1HGCT2B84FA001322,Coupe,Black,Gasoline,Honda,92307,Accord,18980,EX-L,2015
WDD3G4FB3KW019852,Sedan,Polar White,Gasoline,Mercedes-Benz,15792,A-Class,37999,A 220 4MATIC,2019
1GYKNCRS2KZ287415,SUV,Gray,Gasoline,Cadillac,23860,XT5,37900,Luxury,2019
SJAAM2ZV5MC034038,SUV,Onyx Metallic,Gasoline,Bentley,9222,Bentayga,224996,V8,2021
1C4RDHEG2EC353779,SUV,Granite Crystal Clearcoat Metallic,E85 Flex Fuel,Dodge,97372,Durango,20952,Citadel,2014
2FMHK6C86KBA31672,SUV,Gray,Gasoline,Ford,43670,Flex,34995,SEL,2019
1C6SRFJT6LN376128,Pickup Truck,Ivory White,Gasoline,RAM,20798,1500,50250,Laramie,2020
KNAE55LC3K6063956,Sedan,Metal,Gasoline,Kia,23316,Stinger,42995,GT2,2019
1C4RJEBGXLC265703,SUV,Velvet Red,Gasoline,Jeep,65121,Grand Cherokee,34837,Limited,2020
1GNSKBKC5LR117151,SUV,Black,Gasoline,Chevrolet,65581,Tahoe,37777,LT,2020
5XYPGDA33KG501312,SUV,Platinum Graphite,Gasoline,Kia,13529,Sorento,29997,LX,2019
JM3KFBDM2K0686200,SUV,Deep Crystal Blue Mica,Gasoline,Mazda,23881,CX-5,29500,Grand Touring,2019
2HKRW5H39KH402039,SUV,Platinum White Pearl,Gasoline,Honda,12847,CR-V,31154,LX,2019
5NMS14AJ3MH350605,SUV,Portofino Gray,Gasoline,Hyundai,10699,Santa Fe,29000,SE,2021
1FMCU9J90KUA00980,SUV,Agate Black Metallic,Gasoline,Ford,16393,Escape,29788,Titanium,2019
WDD3G4FB8KW005400,Sedan,Polar White,Gasoline,Mercedes-Benz,27432,A-Class,33631,A 220 4MATIC,2019
1GYS4BKJ8JR259826,SUV,Black Raven,Gasoline,Cadillac,83338,Escalade,54970,Luxury,2018
JTJAM7BX1M5303628,SUV,Starfire Pearl,Gasoline,Lexus,12305,GX 460,59250,Base,2021
WMWXP5C31H2F61014,Hatchback,Pepper White,Gasoline,MINI,51158,Hardtop,21000,Cooper,2017
1V2WR2CA6KC565515,SUV,Platinum Gray Metallic,Gasoline,Volkswagen,62000,Atlas,32000,3.6L SE w/Technology,2019
5J8YE1H45NL010922,SUV,Platinum White Pearl,Gasoline,Acura,11490,MDX,55495,Technology,2022
1GYKNDRSXKZ287765,SUV,Stellar Black Metallic,Gasoline,Cadillac,37248,XT5,37993,Luxury,2019
1C4RJEBG5KC657616,SUV,White,Gasoline,Jeep,47814,Grand Cherokee,37202,Limited,2019
5J6RW1H85KA013081,SUV,Gray,Gasoline,Honda,37808,CR-V,30998,EX-L,2019
5GAEVAKW3KJ263077,SUV,Summit White,Gasoline,Buick,59723,Enclave,33999,Essence,2019
2FMPK4K91KBB95518,SUV,Burgundy,Gasoline,Ford,19493,Edge,31900,Titanium,2019
1C6SRFJT4LN264637,Pickup Truck,Diamond Black,Gasoline,RAM,21318,1500,50905,Laramie,2020
3GTU9DED1MG253579,Pickup Truck,Pacific Blue Metallic,Gasoline,GMC,17596,Sierra 1500,55681,SLT,2021
5YJ3E1EA9KF316751,Sedan,Black,Electric,Tesla,34742,Model 3,49799,Standard Range Plus,2019
1GCUKREC1JF140205,Pickup Truck,Black,Gasoline,Chevrolet,70269,Silverado 1500,38995,LT,2018
2T2ZZMCA7JC111706,SUV,Caviar,Gasoline,Lexus,27614,RX 350,37763,350,2018
JTHY3JBH5K2005218,SUV,Gray,Gasoline,Lexus,46935,UX 200,31499,UX 200 F SPORT,2019
1FMCU9J9XKUC57001,SUV,Ingot Silver Metallic,Gasoline,Ford,24866,Escape,28998,Titanium,2019
3C4PDCGG7HT633634,SUV,Redline 2 Coat Pearl,Gasoline,Dodge,67252,Journey,16971,Crossroad,2017
SALCJ2FX2LH863021,SUV,Fuji White,Gasoline,Land Rover,18673,Discovery Sport,39999,S,2020
1C4RJFBG3KC856380,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,57854,Grand Cherokee,31500,Limited,2019
5FPYK3F7XKB027897,Pickup Truck,Red,Gasoline,Honda,18315,Ridgeline,38595,RTL-E,2019
3GNCJPSB9JL333262,SUV,Blue,Gasoline,Chevrolet,45797,Trax,18750,LT,2018
1GNSKRKD9NR172903,SUV,Iridescent Pearl Tricoat,Gasoline,Chevrolet,14102,Tahoe,73495,RST,2022
4JGDF6EE5KB224892,SUV,Iridium Silver Metallic,Gasoline,Mercedes-Benz,38346,GLS 450,47997,Base 4MATIC,2019
5J6RW1H82JA005633,SUV,Lunar Silver Metallic,Gasoline,Honda,80336,CR-V,24802,EX-L,2018
KL4CJASB8LB075532,SUV,Deep,Gasoline,Buick,17696,Encore,24500,Preferred,2020
SADFP2FX6L1Z91360,SUV,Firenze Red,Gasoline,Jaguar,11844,E-PACE,44875,SE,2020
3GNCJLSB0KL176151,SUV,Summit White,Gasoline,Chevrolet,16145,Trax,22505,LT,2019
WDC4M4GB8LW007181,SUV,Midnight Black,Gasoline,Mercedes-Benz,22557,GLB 250,37998,Base,2020
WP1AA2A58JLB19677,SUV,Black,Gasoline,Porsche,43369,Macan,43998,LX,2018
WDDUG8CBXFA194196,Sedan,Gray,Gasoline,Mercedes-Benz,53305,S-Class,46158,S 550,2015
WDDSJ4EB9KN776730,Sedan,Black,Gasoline,Mercedes-Benz,30058,CLA 250,28990,Base,2019
KNMAT2MV7JP621659,SUV,Gun Metallic,Gasoline,Nissan,15559,Rogue,20995,SV,2018
JM3KFBDM0K0557890,SUV,Machine Gray Metallic,Gasoline,Mazda,32886,CX-5,30604,Grand Touring,2019
KM8K22AB4NU772415,SUV,Lunar White,Gasoline,Hyundai,19144,Kona,25800,SE,2022
5UXWZ7C38H0V87590,SUV,Jet Black,Gasoline,BMW,40765,X3,27995,sDrive28i,2017
1C4JJXP66MW767181,SUV,Snazzberry Pearlcoat,Hybrid,Jeep,13375,Wrangler Unlimited 4xe,55999,Sahara,2021
3GNAXLEX2KS503622,SUV,Nightfall Gray Metallic,Gasoline,Chevrolet,36759,Equinox,24987,2LT,2019
5FNYF6H5XKB049571,SUV,Blue,Gasoline,Honda,39256,Pilot,35839,EX-L,2019
5UXTR9C54KLR06375,SUV,Black Sapphire Metallic,Gasoline,BMW,45416,X3,39917,xDrive30i,2019
KM8R74HE4NU391532,SUV,Burgundy,Gasoline,Hyundai,5156,Palisade,54999,Calligraphy,2022
7FARW2H88JE094566,SUV,Blue,Gasoline,Honda,37611,CR-V,31491,EX-L,2018
5N1DL0MN3HC547154,SUV,Black,Gasoline,INFINITI,40464,QX60,26822,Base,2017
WUABWCF52KA906405,Hatchback,Nardo Gray,Gasoline,Audi,20374,RS 5,74775,2.9T,2019
WAUL2AF26KN019581,Sedan,Mythos Black Metallic,Gasoline,Audi,22357,A6,47000,55 Premium Plus,2019
1GCVKREC9GZ250088,Pickup Truck,Slate Gray Metallic,Gasoline,Chevrolet,50823,Silverado 1500,33688,LT,2016
5GZCZ63414S825896,SUV,Blue,Gasoline,Saturn,158395,Vue,4950,BASE,2004
2T2HZMAA6LC171834,SUV,Eminent White Pearl,Gasoline,Lexus,30500,RX 350,43493,Base,2020
KNMAT2MV5LP540260,SUV,White,Gasoline,Nissan,15032,Rogue,29877,SV,2020
5UXZV4C50D0E14460,SUV,White,Gasoline,BMW,89191,X5,17990,xDrive35i,2013
5TFDY5F16LX933307,Pickup Truck,Cement,Gasoline,Toyota,16757,Tundra,48970,SR5,2020
3GNKBKRS6LS550987,SUV,Black,Gasoline,Chevrolet,30106,Blazer,39994,RS,2020
5YJ3E1EA6MF029340,Sedan,White,NULL,Tesla,15839,Model 3,50474,Standard Range Plus,2021
5J8YD4H38LL053658,SUV,Majestic Black Pearl,Gasoline,Acura,14464,MDX,40998,3.5L,2020
JTHBZ1BL7JA016895,Sedan,Obsidian Black,Gasoline,Lexus,59084,GS 350,35842,F Sport,2018
JF2SKAGC0KH570286,SUV,Dark Gray Metallic,Gasoline,Subaru,65768,Forester,26795,Premium,2019
7FARW1H51KE000917,SUV,Platinum White,Gasoline,Honda,36002,CR-V,28000,EX,2019
KM8J2CA45KU935510,SUV,Coliseum Gray,Gasoline,Hyundai,60560,Tucson,19791,SE,2019
1C4RJFBG4KC761892,SUV,Diamond Black,Gasoline,Jeep,42477,Grand Cherokee,30297,Limited,2019
WDC0G4KB0HF166927,SUV,Polar White,Gasoline,Mercedes-Benz,47622,GLC 300,29232,Base 4MATIC,2017
1FMCU9HD7JUD40488,SUV,Magnetic,Gasoline,Ford,13682,Escape,25999,SEL,2018
5NTJEDAF2NH007561,Pickup Truck,Mojave / Sand,Gasoline,Hyundai,3101,Santa Cruz,47877,2.5T Limited,2022
1FTFW1E84MKD86882,Pickup Truck,Guard Metallic,Gasoline,Ford,11015,F-150,62253,Lariat,2021
5UXTR7C55KLR49191,SUV,Jet Black,Gasoline,BMW,43417,X3,36495,sDrive30i,2019
3GTU9FEL0LG310551,Pickup Truck,White Frost Tri-Coat,Gasoline,GMC,83283,Sierra 1500,54272,Denali,2020
5FNRL6H71JB027794,Passenger Van,Black,Gasoline,Honda,125330,Odyssey,26722,EX-L,2018
JTJDY7AX6L4317791,SUV,Eminent White Pearl,Gasoline,Lexus,34618,LX 570,82292,Three-Row,2020
2HKRW2H85KH622840,SUV,Crystal Black Pearl,Gasoline,Honda,35904,CR-V,31500,EX-L,2019
JF2GTAMC3K8389934,SUV,Cool Gray Khaki,Gasoline,Subaru,40823,Crosstrek,28000,2.0i Limited,2019
1FTEW1EP6LFB58392,Pickup Truck,Agate Black Metallic,Gasoline,Ford,22710,F-150,55993,Lariat,2020
1HGCV2F98KA020849,Sedan,Gray,Gasoline,Honda,48515,Accord,37626,Touring 2.0T,2019
1GKKNUL49LZ185976,SUV,Summit White,Gasoline,GMC,40381,Acadia,33500,SLT,2020
1HGCV2F33MA021874,Sedan,Red,Gasoline,Honda,13386,Accord,36400,Sport 2.0T,2021
5YJXCBE28JF091503,SUV,Gray,Electric,Tesla,53689,Model X,79990,100D,2018
1FTEW1EP5LFA66450,Pickup Truck,Agate Black Metallic,Gasoline,Ford,40549,F-150,52000,Lariat,2020
SALYB2RN5JA756760,SUV,Fuji White,Diesel,Land Rover,62900,Range Rover Velar,39480,D180 S,2018
WP1AA2A57MLB09324,SUV,Volcano Grey Metallic,Gasoline,Porsche,12559,Macan,59995,Base,2021
5YJSA1E2XKF330125,Hatchback,Blue,Electric,Tesla,9831,Model S,83990,Long Range,2019
2C3CDXHG1HH549603,Sedan,Contusion Blue Pearlcoat,Gasoline,Dodge,80001,Charger,21995,SXT,2017
2T3ZFREV5HW347264,SUV,Barcelona Red Metallic,Gasoline,Toyota,41909,RAV4,23099,LE,2017
2T2ZK1BAXFC193524,SUV,Gray,Gasoline,Lexus,89035,RX 350,25998,Base,2015
4JGED6EB4KA143078,SUV,Black,Gasoline,Mercedes-Benz,36808,AMG GLE 43,63000,4MATIC Coupe,2019
1FMFU20578LA24551,SUV,Black,Gasoline,Ford,135827,Expedition,10995,Limited,2008
5TFAX5GN5MX189062,Pickup Truck,Magnetic Gray Metallic,Gasoline,Toyota,18477,Tacoma,35999,SR5,2021
2C4RC1L71MR587706,Passenger Van,Fathom Blue Pearlcoat,Hybrid,Chrysler,19303,Pacifica Hybrid,47000,Touring L,2021
2T3H1RFV5KW031234,SUV,Ruby Flare Pearl,Gasoline,Toyota,16888,RAV4,29150,LE,2019
7FARW1H54KE038190,SUV,Gunmetal Metallic,Gasoline,Honda,20269,CR-V,29685,EX,2019
2FMPK3J9XLBA74015,SUV,Red,Gasoline,Ford,45456,Edge,24848,SEL,2020
19XFC2F66KE041641,Sedan,Platinum White Pearl,Gasoline,Honda,21548,Civic,24379,LX,2019
3VWC57BU0LM103764,Sedan,Pyrite Silver Metallic,Gasoline,Volkswagen,46081,Jetta,21800,1.4T R-Line,2020
JA4AD3A35LZ020998,SUV,Mercury Gray Metallic,Gasoline,Mitsubishi,46369,Outlander,21899,SEL,2020
KNDPMCAC7M7907113,SUV,Clear White,Gasoline,Kia,10012,Sportage,27554,LX,2021
JTMN1RFV7KD520685,SUV,Gray,Gasoline,Toyota,32625,RAV4,38998,Limited,2019
5YJYGDEE2MF068589,SUV,Gray,Electric,Tesla,20900,Model Y,71998,Long Range,2021
1GKKVTKD6DJ233249,SUV,White Diamond Tri-Coat,Gasoline,GMC,113225,Acadia,20981,Denali,2013
KL7CJLSBXKB802182,SUV,Satin Steel Metallic,Gasoline,Chevrolet,62713,Trax,17250,LT,2019
2T2ZK1BAXCC066493,SUV,Obsidian Black,Gasoline,Lexus,124399,RX 350,16495,Base,2012
4T1G11AK3MU586852,Sedan,White,Gasoline,Toyota,38129,Camry,32049,SE,2021
4T1G11AK0MU455233,Sedan,White,Gasoline,Toyota,37724,Camry,31328,SE,2021
1V2NR2CA2KC532586,SUV,Reflex Silver Metallic,Gasoline,Volkswagen,59717,Atlas,42000,3.6L SEL Premium,2019
WA1BNAFY4K2085813,SUV,Manhattan Gray Metallic,Gasoline,Audi,45840,Q5,36998,2.0T Premium Plus,2019
W1K3G4EB2LJ233408,Sedan,Polar White,Gasoline,Mercedes-Benz,16959,A-Class,34990,A 220,2020
JH4CL96926C029097,Sedan,NULL,Gasoline,Acura,114923,TSX,7988,LX,2006
WBA7F2C54KB239702,Sedan,Mineral White Metallic,Gasoline,BMW,40060,750,46930,i xDrive,2019
4JGFF5KE5LA137234,SUV,Black,Gasoline,Mercedes-Benz,14208,GLS 450,72999,Base 4MATIC,2020
1C6SRFHT0MN607371,Pickup Truck,Ivory White,Gasoline,RAM,23201,1500,63000,Limited,2021
